CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Voucher
15318.0,382,33,3126.2,1,3,2,132,Other,15
15319.0,387,16,2045.0,1,2,1,121,Low Value,10
15320.0,120,36,2671.3,3,3,2,332,Other,15
15321.0,146,95,27483.1,2,4,5,245,Frequent,70
15322.0,161,42,6796.8,2,3,3,233,Other,15
15325.0,179,49,1622.9,2,3,1,231,Other,15
15326.0,409,29,3117.1,1,2,2,122,Low Value,10
15327.0,128,10,2087.5,3,1,1,311,Other,15
15329.0,115,57,10497.0,3,3,4,334,Other,15
15330.0,107,13,7149.6,3,1,3,313,Other,15
15332.0,15,35,16610.6,5,3,4,534,Other,15
15333.0,284,16,10285.599999999999,1,2,4,124,Other,15
15334.0,232,99,3516.7,1,4,2,142,Other,15
15335.0,129,36,1739.7,3,3,1,331,Other,15
15339.0,142,86,5740.7,2,4,3,243,Other,15
15341.0,156,17,20205.199999999997,2,2,4,224,Other,15
15342.0,205,24,4060.9,2,2,2,222,Low Value,10
15343.0,164,21,3645.0,2,2,2,222,Low Value,10
15344.0,107,26,5639.4,3,2,3,323,Other,15
15345.0,121,20,3935.4,3,2,2,322,Other,15
15346.0,408,17,2524.2,1,2,2,122,Low Value,10
15347.0,15,5,2016.0,5,1,1,511,Recent,50
15348.0,148,9,1580.4,2,1,1,211,Low Value,10
15349.0,234,72,4738.1,1,4,2,142,Other,15
15350.0,22,5,1156.5,5,1,1,511,Recent,50
15351.0,18,225,19601.1,5,5,4,554,High Value,100
15353.0,16,12,3116.5,5,1,2,512,Recent,50
15355.0,105,14,2770.5,3,2,2,322,Other,15
15356.0,9,519,27665.0,5,5,5,555,High Value,100
15358.0,14,551,83472.0,5,5,5,555,High Value,100
15360.0,115,13,4279.3,3,1,2,312,Other,15
15361.0,11,7,4189.2,5,1,2,512,Recent,50
15363.0,21,16,3260.0,5,2,2,522,Recent,50
15364.0,171,26,5813.9,2,2,3,223,Other,15
15365.0,101,114,23143.2,4,4,5,445,High Value,100
15366.0,7,44,6025.1,5,3,3,533,Other,15
15367.0,134,95,18775.9,3,4,4,344,Other,15
15368.0,97,4,4469.4,4,1,2,412,Recent,50
15370.0,116,94,23860.5,3,4,5,345,Other,15
15372.0,212,27,20074.0,2,2,4,224,Other,15
15373.0,8,111,22397.0,5,4,5,545,High Value,100
15374.0,205,3,1680.0,2,1,1,211,Low Value,10
15376.0,116,117,12333.6,3,4,4,344,Other,15
15379.0,7,194,37032.9,5,5,5,555,High Value,100
15380.0,14,36,16902.6,5,3,4,534,Other,15
15381.0,289,8,5968.5,1,1,3,113,Other,15
15382.0,90,302,59557.1,4,5,5,455,High Value,100
15384.0,8,41,6424.1,5,3,3,533,Other,15
15385.0,116,12,3168.7999999999997,3,1,2,312,Other,15
15386.0,262,31,3941.4,1,3,2,132,Other,15
15388.0,374,10,1405.4,1,1,1,111,Low Value,10
15389.0,248,1,5000.0,1,1,3,113,Other,15
15392.0,9,84,15355.3,5,4,4,544,High Value,100
15393.0,92,12,2318.6,4,1,1,411,Recent,50
15394.0,7,85,21835.4,5,4,5,545,High Value,100
15395.0,401,7,1074.5,1,1,1,111,Low Value,10
15396.0,188,14,2881.8,2,2,2,222,Low Value,10
15397.0,366,6,940.0,1,1,1,111,Low Value,10
15398.0,92,73,13455.3,4,4,4,444,High Value,100
15399.0,98,50,8157.7,4,3,3,433,Other,15
15400.0,168,12,7162.0,2,1,3,213,Other,15
15402.0,224,42,6267.7,2,3,3,233,Other,15
15405.0,266,8,3491.0,1,1,2,112,Low Value,10
15406.0,107,53,5107.1,3,3,3,333,Other,15
15407.0,109,153,10564.4,3,5,4,354,Other,15
15408.0,368,34,2671.8,1,3,2,132,Other,15
15410.0,160,122,34508.4,2,5,5,255,Frequent,70
15411.0,103,99,13588.8,4,4,4,444,High Value,100
15412.0,247,10,1905.3,1,1,1,111,Low Value,10
15414.0,85,39,7749.0,4,3,3,433,Other,15
15415.0,389,48,5728.1,1,3,3,133,Other,15
15416.0,140,192,39843.2,2,5,5,255,Frequent,70
15417.0,161,28,5088.0,2,2,3,223,Other,15
15419.0,100,8,1358.6,4,1,1,411,Recent,50
15421.0,144,53,9503.6,2,3,4,234,Other,15
15422.0,399,6,977.0,1,1,1,111,Low Value,10
15423.0,114,2,435.0,3,1,1,311,Other,15
15426.0,18,292,14473.9,5,5,4,554,High Value,100
15427.0,109,306,14831.4,3,5,4,354,Other,15
15428.0,90,6,937.8,4,1,1,411,Recent,50
15429.0,103,82,3973.5,4,4,2,442,Other,15
15432.0,98,10,1711.9,4,1,1,411,Recent,50
15433.0,289,41,5333.0,1,3,3,133,Other,15
15434.0,107,55,10414.8,3,3,4,334,Other,15
15435.0,97,29,1492.9,4,2,1,421,Recent,50
15436.0,88,329,11225.3,4,5,4,454,High Value,100
15437.0,366,45,2001.6,1,3,1,131,Other,15
15438.0,207,25,1565.8,2,2,1,221,Low Value,10
15440.0,130,62,3836.8,3,4,2,342,Other,15
15442.0,324,2,5940.0,1,1,3,113,Other,15
15443.0,88,382,32369.1,4,5,5,455,High Value,100
15444.0,84,219,14182.6,4,5,4,454,High Value,100
15445.0,368,5,1135.0,1,1,1,111,Low Value,10
15447.0,407,9,1551.7,1,1,1,111,Low Value,10
15448.0,388,28,4946.4,1,2,3,123,Other,15
15449.0,103,60,9745.2,4,4,4,444,High Value,100
15450.0,105,30,4298.4,3,3,2,332,Other,15
15452.0,105,58,5387.3,3,4,3,343,Other,15
15453.0,111,286,13883.7,3,5,4,354,Other,15
15454.0,21,25,1791.0,5,2,1,521,Recent,50
15456.0,8,60,4472.2,5,4,2,542,Other,15
15457.0,366,58,2370.7,1,4,1,141,Other,15
15458.0,101,7,1616.4,4,1,1,411,Recent,50
15460.0,3,58,2167.6,5,4,1,541,Other,15
15462.0,170,11,2346.0,2,1,1,211,Low Value,10
15463.0,105,7,1261.4,3,1,1,311,Other,15
15464.0,414,157,10488.5,1,5,4,154,Frequent,70
15465.0,8,97,73546.2,5,4,5,545,High Value,100
15466.0,161,57,3345.3,2,3,2,232,Other,15
15467.0,85,52,5248.8,4,3,3,433,Other,15
15468.0,127,24,4675.1,3,2,2,322,Other,15
15469.0,126,24,5385.5,3,2,3,323,Other,15
15471.0,381,77,4694.8,1,4,2,142,Other,15
15472.0,189,76,3715.6,2,4,2,242,Other,15
15473.0,90,11,17712.0,4,1,4,414,Other,15
15475.0,154,29,4541.1,2,2,2,222,Low Value,10
15478.0,116,46,14414.2,3,3,4,334,Other,15
15480.0,192,45,9055.0,2,3,3,233,Other,15
15482.0,7,98,110549.6,5,4,5,545,High Value,100
15483.0,237,88,2338.1,1,4,1,141,Other,15
15484.0,93,188,35943.1,4,5,5,455,High Value,100
15485.0,22,86,25750.0,5,4,5,545,High Value,100
15488.0,168,2,913.1999999999999,2,1,1,211,Low Value,10
15489.0,98,50,11342.8,4,3,4,434,Other,15
15491.0,171,154,31000.9,2,5,5,255,Frequent,70
15492.0,104,35,6594.6,3,3,3,333,Other,15
15493.0,108,297,20018.0,3,5,4,354,Other,15
15494.0,97,125,12992.3,4,5,4,454,High Value,100
15497.0,93,15,12622.0,4,2,4,424,Other,15
15498.0,15,512,133164.0,5,5,5,555,High Value,100
15500.0,94,68,11315.6,4,4,4,444,High Value,100
15502.0,17,213,103849.3,5,5,5,555,High Value,100
15503.0,21,70,1470.9,5,4,1,541,Other,15
15504.0,157,13,528.3,2,1,1,211,Low Value,10
15505.0,128,97,36109.6,3,4,5,345,Other,15
15506.0,98,164,9792.6,4,5,4,454,High Value,100
15507.0,247,46,4923.6,1,3,3,133,Other,15
15508.0,266,92,10002.7,1,4,4,144,Frequent,70
15510.0,407,1,2500.0,1,1,2,112,Low Value,10
15511.0,87,160,9092.3,4,5,3,453,Other,15
15512.0,8,7,1210.0,5,1,1,511,Recent,50
15513.0,14,308,147582.2,5,5,5,555,High Value,100
15514.0,9,178,41394.6,5,5,5,555,High Value,100
15516.0,120,15,624.3,3,2,1,321,Other,15
15517.0,309,27,2670.3,1,2,2,122,Low Value,10
15518.0,140,214,19424.5,2,5,4,254,Frequent,70
15520.0,380,18,3435.0,1,2,2,122,Low Value,10
15521.0,116,152,25245.1,3,5,5,355,Other,15
15522.0,108,57,3988.4,3,3,2,332,Other,15
15523.0,159,10,4120.1,2,1,2,212,Low Value,10
15524.0,100,1,4400.0,4,1,2,412,Recent,50
15525.0,22,178,8259.2,5,5,3,553,Other,15
15526.0,109,4,1484.4,3,1,1,311,Other,15
15527.0,3,163,24297.8,5,5,5,555,High Value,100
15529.0,13,672,39952.3,5,5,5,555,High Value,100
15530.0,97,108,15023.5,4,4,4,444,High Value,100
15531.0,105,228,20074.4,3,5,4,354,Other,15
15532.0,6,256,15809.3,5,5,4,554,High Value,100
15533.0,95,83,8075.7,4,4,3,443,Other,15
15535.0,249,75,5364.0,1,4,3,143,Other,15
15537.0,239,24,1109.2,1,2,1,121,Low Value,10
15539.0,386,41,5384.6,1,3,3,133,Other,15
15540.0,87,15,2133.0,4,2,1,421,Recent,50
15541.0,190,29,851.3,2,2,1,221,Low Value,10
15543.0,364,28,1278.6,1,2,1,121,Low Value,10
15544.0,21,259,35467.1,5,5,5,555,High Value,100
15545.0,20,81,2927.2,5,4,2,542,Other,15
15547.0,21,702,49548.4,5,5,5,555,High Value,100
15549.0,154,115,16932.6,2,4,4,244,Frequent,70
15550.0,182,61,5756.3,2,4,3,243,Other,15
15551.0,113,29,4360.6,3,2,2,322,Other,15
15552.0,293,17,901.2,1,2,1,121,Low Value,10
15553.0,136,56,4372.3,3,3,2,332,Other,15
15554.0,381,14,2172.0,1,2,1,121,Low Value,10
15555.0,11,899,48051.7,5,5,5,555,High Value,100
15556.0,100,31,2797.7,4,3,2,432,Other,15
15557.0,104,20,4736.5,3,2,2,322,Other,15
15561.0,87,27,8005.9,4,2,3,423,Other,15
15562.0,1,1,1345.5,5,1,1,511,Recent,50
15563.0,7,113,14004.4,5,4,4,544,High Value,100
15565.0,126,8,1731.6,3,1,1,311,Other,15
15567.0,94,7,1860.1000000000001,4,1,1,411,Recent,50
15568.0,120,53,7582.9,3,3,3,333,Other,15
15569.0,179,31,13757.1,2,3,4,234,Other,15
15570.0,5,323,41655.2,5,5,5,555,High Value,100
15571.0,87,57,6504.3,4,3,3,433,Other,15
15572.0,101,215,25528.6,4,5,5,455,High Value,100
15573.0,107,104,6074.5,3,4,3,343,Other,15
15574.0,7,168,7022.5,5,5,3,553,Other,15
15576.0,113,45,9406.699999999999,3,3,4,334,Other,15
15577.0,226,39,2588.8,2,3,2,232,Other,15
15578.0,238,13,1271.0,1,1,1,111,Low Value,10
15579.0,144,51,3486.0,2,3,2,232,Other,15
15581.0,2,150,36799.7,5,5,5,555,High Value,100
15582.0,100,44,6829.1,4,3,3,433,Other,15
15584.0,99,123,7251.1,4,5,3,453,Other,15
15585.0,252,31,4553.0,1,3,2,132,Other,15
15587.0,1,9,9136.8,5,1,3,513,Other,15
15589.0,386,12,1849.5,1,1,1,111,Low Value,10
15592.0,122,24,3885.8,3,2,2,322,Other,15
15593.0,146,5,1998.0,2,1,1,211,Low Value,10
15594.0,91,103,17717.8,4,4,4,444,High Value,100
15596.0,14,77,14065.9,5,4,4,544,High Value,100
15597.0,111,22,3245.7,3,2,2,322,Other,15
15598.0,129,14,2406.8,3,2,1,321,Other,15
15599.0,103,52,7617.4,4,3,3,433,Other,15
15601.0,7,410,67765.6,5,5,5,555,High Value,100
15602.0,9,47,12978.7,5,3,4,534,Other,15
15603.0,154,2,484.8,2,1,1,211,Low Value,10
15604.0,128,17,2163.9,3,2,1,321,Other,15
15605.0,22,67,11982.3,5,4,4,544,High Value,100
15606.0,137,77,29201.6,3,4,5,345,Other,15
15607.0,412,13,1047.6,1,1,1,111,Low Value,10
15608.0,104,60,10936.8,3,4,4,344,Other,15
15609.0,260,16,2984.8,1,2,2,122,Low Value,10
15610.0,127,6,1124.6,3,1,1,311,Other,15
15611.0,85,43,15914.5,4,3,4,434,Other,15
15612.0,113,6,1951.5,3,1,1,311,Other,15
15615.0,7,423,103997.4,5,5,5,555,High Value,100
15618.0,108,45,7768.51,3,3,3,333,Other,15
15619.0,86,3,3364.0,4,1,2,412,Recent,50
15620.0,7,100,15531.8,5,4,4,544,High Value,100
15621.0,87,16,12930.3,4,2,4,424,Other,15
15622.0,118,185,37095.6,3,5,5,355,Other,15
15623.0,216,19,3010.3,2,2,2,222,Low Value,10
15624.0,192,34,5881.3,2,3,3,233,Other,15
15625.0,179,64,15342.6,2,4,4,244,Frequent,70
15626.0,150,49,6758.0,2,3,3,233,Other,15
15628.0,15,133,24984.1,5,5,5,555,High Value,100
15630.0,121,60,11863.5,3,4,4,344,Other,15
15632.0,91,158,29847.1,4,5,5,455,High Value,100
15634.0,92,15,2435.5,4,2,1,421,Recent,50
15636.0,165,25,7247.6,2,2,3,223,Other,15
15637.0,128,15,2233.6,3,2,1,321,Other,15
15639.0,210,25,4253.2,2,2,2,222,Low Value,10
15640.0,4,484,125156.6,5,5,5,555,High Value,100
15641.0,8,119,18872.0,5,4,4,544,High Value,100
15643.0,267,33,6640.0,1,3,3,133,Other,15
15644.0,242,238,8130.0,1,5,3,153,Other,15
15645.0,94,52,6120.1,4,3,3,433,Other,15
15646.0,20,35,4476.4,5,3,2,532,Other,15
15648.0,280,25,6573.5,1,2,3,123,Other,15
15649.0,16,2,8160.0,5,1,3,513,Other,15
15651.0,113,32,6463.0,3,3,3,333,Other,15
15652.0,167,21,3377.4,2,2,2,222,Low Value,10
15653.0,168,6,8774.4,2,1,3,213,Other,15
15654.0,85,21,9225.3,4,2,3,423,Other,15
15655.0,319,34,5606.7,1,3,3,133,Other,15
15656.0,121,47,7485.0,3,3,3,333,Other,15
15657.0,98,1,300.0,4,1,1,411,Recent,50
15658.0,21,48,10241.0,5,3,4,534,Other,15
15659.0,119,11,3064.5,3,1,2,312,Other,15
15660.0,14,90,16008.6,5,4,4,544,High Value,100
15661.0,393,5,3098.0,1,1,2,112,Low Value,10
15663.0,182,9,1381.4,2,1,1,211,Low Value,10
15664.0,126,17,3864.3,3,2,2,322,Other,15
15665.0,244,116,22420.1,1,4,5,145,Frequent,70
15667.0,115,13,3013.2,3,1,2,312,Other,15
15668.0,293,1,763.1999999999999,1,1,1,111,Low Value,10
15669.0,116,33,6843.4,3,3,3,333,Other,15
15670.0,372,12,1730.5,1,1,1,111,Low Value,10
15671.0,94,78,26571.3,4,4,5,445,High Value,100
15673.0,174,155,28810.2,2,5,5,255,Frequent,70
15674.0,149,95,20914.8,2,4,5,245,Frequent,70
15675.0,157,21,3236.9,2,2,2,222,Low Value,10
15676.0,94,202,34357.6,4,5,5,455,High Value,100
15677.0,125,33,6572.3,3,3,3,333,Other,15
15678.0,128,12,3527.0,3,1,2,312,Other,15
15679.0,100,110,7812.8,4,4,3,443,Other,15
15680.0,15,78,13336.8,5,4,4,544,High Value,100
15681.0,100,53,14261.6,4,3,4,434,Other,15
15683.0,193,10,1937.5,2,1,1,211,Low Value,10
15687.0,99,166,29931.0,4,5,5,455,High Value,100
15689.0,11,9,2541.0,5,1,2,512,Recent,50
15690.0,176,19,2397.6,2,2,1,221,Low Value,10
15691.0,328,2,1368.0,1,1,1,111,Low Value,10
15692.0,104,12,1910.4,3,1,1,311,Other,15
15694.0,9,78,64794.0,5,4,5,545,High Value,100
15695.0,370,22,4099.8,1,2,2,122,Low Value,10
15696.0,109,153,24185.6,3,5,5,355,Other,15
15699.0,93,18,3096.5,4,2,2,422,Recent,50
15700.0,247,86,6966.8,1,4,3,143,Other,15
15701.0,144,237,15421.4,2,5,4,254,Frequent,70
15703.0,368,5,2115.0,1,1,1,111,Low Value,10
15704.0,216,117,22936.2,2,4,5,245,Frequent,70
15705.0,277,6,1431.0,1,1,1,111,Low Value,10
15706.0,139,55,10605.6,3,3,4,334,Other,15
15707.0,111,214,9455.8,3,5,4,354,Other,15
15708.0,18,288,33642.4,5,5,5,555,High Value,100
15709.0,387,6,1332.5,1,1,1,111,Low Value,10
15712.0,85,53,10723.6,4,3,4,434,Other,15
15713.0,15,19,3567.0,5,2,2,522,Recent,50
15714.0,87,35,3308.8,4,3,2,432,Other,15
15716.0,18,118,11188.1,5,4,4,544,High Value,100
15717.0,310,7,1503.0,1,1,1,111,Low Value,10
15719.0,108,937,50456.1,3,5,5,355,Other,15
15720.0,100,128,5987.3,4,5,3,453,Other,15
15721.0,87,91,5070.8,4,4,3,443,Other,15
15722.0,111,69,22225.6,3,4,5,345,Other,15
15723.0,13,41,2031.0,5,3,1,531,Other,15
15724.0,277,11,2182.5,1,1,1,111,Low Value,10
15725.0,91,32,4152.5,4,3,2,432,Other,15
15727.0,8,302,51789.6,5,5,5,555,High Value,100
15729.0,288,5,850.0,1,1,1,111,Low Value,10
15730.0,141,70,11208.8,2,4,4,244,Frequent,70
15732.0,21,14,2941.2,5,2,2,522,Recent,50
15733.0,386,10,1623.0,1,1,1,111,Low Value,10
15734.0,190,26,13394.5,2,2,4,224,Other,15
15737.0,90,72,12051.2,4,4,4,444,High Value,100
15738.0,21,160,44842.7,5,5,5,555,High Value,100
15739.0,142,8,4491.2,2,1,2,212,Low Value,10
15740.0,125,9,1548.8,3,1,1,311,Other,15
15743.0,92,88,7844.6,4,4,3,443,Other,15
15744.0,154,3,348.0,2,1,1,211,Low Value,10
15745.0,95,62,10945.9,4,4,4,444,High Value,100
15746.0,210,28,1968.8,2,2,1,221,Low Value,10
15747.0,88,93,9740.4,4,4,4,444,High Value,100
15748.0,116,21,1493.1,3,2,1,321,Other,15
15749.0,311,10,445343.0,1,1,5,115,Other,15
15750.0,15,293,24654.8,5,5,5,555,High Value,100
15752.0,21,411,26373.8,5,5,5,555,High Value,100
15753.0,380,1,792.0,1,1,1,111,Low Value,10
15754.0,127,28,4585.7,3,2,2,322,Other,15
15755.0,86,141,23642.5,4,5,5,455,High Value,100
15756.0,137,192,5329.6,3,5,3,353,Other,15
15757.0,141,45,7144.2,2,3,3,233,Other,15
15758.0,100,9,2052.5,4,1,1,411,Recent,50
15759.0,7,7,2530.4,5,1,2,512,Recent,50
15762.0,141,37,5837.5,2,3,3,233,Other,15
15763.0,107,61,10869.2,3,4,4,344,Other,15
15764.0,173,180,32799.7,2,5,5,255,Frequent,70
15766.0,139,11,3150.6,3,1,2,312,Other,15
15768.0,191,27,6218.3,2,2,3,223,Other,15
15769.0,21,130,562527.2,5,5,5,555,High Value,100
15773.0,384,10,6356.799999999999,1,1,3,113,Other,15
15774.0,144,25,2708.0,2,2,2,222,Low Value,10
15775.0,321,7,1049.0,1,1,1,111,Low Value,10
15776.0,209,18,2416.2,2,2,1,221,Low Value,10
15777.0,10,21,10471.1,5,2,4,524,Other,15
15780.0,6,29,4752.8,5,3,2,532,Other,15
15781.0,101,20,3454.6,4,2,2,422,Recent,50
15782.0,85,43,26147.4,4,3,5,435,Other,15
15783.0,86,14,2463.0,4,2,1,421,Recent,50
15785.0,108,83,23289.7,3,4,5,345,Other,15
15786.0,122,267,49322.0,3,5,5,355,Other,15
15787.0,103,206,9480.5,4,5,4,454,High Value,100
15789.0,7,25,3513.0,5,2,2,522,Recent,50
15790.0,86,35,2208.5,4,3,1,431,Other,15
15791.0,119,75,16126.9,3,4,4,344,Other,15
15793.0,90,12,9656.099999999999,4,1,4,414,Other,15
15795.0,226,42,6100.1,2,3,3,233,Other,15
15796.0,93,133,27115.6,4,5,5,455,High Value,100
15797.0,188,8,22074.0,2,1,5,215,Other,15
15799.0,151,98,8841.4,2,4,3,243,Other,15
15800.0,183,119,6990.8,2,4,3,243,Other,15
15801.0,122,64,10639.5,3,4,4,344,Other,15
15802.0,218,1,4514.2,2,1,2,212,Low Value,10
15803.0,127,8,4158.2,3,1,2,312,Other,15
15804.0,87,263,42063.9,4,5,5,455,High Value,100
15805.0,13,301,55284.8,5,5,5,555,High Value,100
15806.0,122,31,7845.8,3,3,3,333,Other,15
15807.0,126,48,9039.0,3,3,3,333,Other,15
15808.0,11,208,37349.7,5,5,5,555,High Value,100
15809.0,112,35,5157.7,3,3,3,333,Other,15
15810.0,154,89,13919.8,2,4,4,244,Frequent,70
15811.0,6,133,22186.2,5,5,5,555,High Value,100
15812.0,183,38,12811.8,2,3,4,234,Other,15
15813.0,283,40,13039.1,1,3,4,134,Other,15
15814.0,93,72,19453.3,4,4,4,444,High Value,100
15815.0,139,49,21006.0,3,3,5,335,Other,15
15819.0,125,123,19054.5,3,5,4,354,Other,15
15820.0,395,17,2069.8,1,2,1,121,Low Value,10
15821.0,120,62,5709.6,3,4,3,343,Other,15
15822.0,8,33,8854.7,5,3,3,533,Other,15
15823.0,21,1,150.0,5,1,1,511,Recent,50
15825.0,248,20,5329.4,1,2,3,123,Other,15
15826.0,132,68,16543.1,3,4,4,344,Other,15
15827.0,21,115,18360.9,5,4,4,544,High Value,100
15829.0,174,51,6361.4,2,3,3,233,Other,15
15830.0,113,39,5760.0,3,3,3,333,Other,15
15831.0,144,68,8017.6,2,4,3,243,Other,15
15834.0,146,273,22337.5,2,5,5,255,Frequent,70
15835.0,120,50,9540.9,3,3,4,334,Other,15
15836.0,125,10,1373.7,3,1,1,311,Other,15
15837.0,140,24,3919.8,2,2,2,222,Low Value,10
15838.0,16,167,336430.8,5,5,5,555,High Value,100
15839.0,109,62,10484.9,3,4,4,344,Other,15
15840.0,144,27,3555.6,2,2,2,222,Low Value,10
15841.0,148,47,12240.6,2,3,4,234,Other,15
15843.0,379,8,1189.5,1,1,1,111,Low Value,10
15844.0,122,11,1307.4,3,1,1,311,Other,15
15845.0,93,138,37117.7,4,5,5,455,High Value,100
15847.0,114,22,3892.7,3,2,2,322,Other,15
15850.0,95,97,2388.5,4,4,1,441,Other,15
15852.0,262,22,1607.1,1,2,1,121,Low Value,10
15853.0,127,30,1108.0,3,3,1,331,Other,15
15854.0,11,140,29746.5,5,5,5,555,High Value,100
15855.0,212,80,7122.4,2,4,3,243,Other,15
15856.0,1,619,158712.8,5,5,5,555,High Value,100
15857.0,94,14,2970.0,4,2,2,422,Recent,50
15858.0,16,191,14388.5,5,5,4,554,High Value,100
15860.0,17,142,9772.1,5,5,4,554,High Value,100
15861.0,88,546,31653.6,4,5,5,455,High Value,100
15862.0,22,147,8328.8,5,5,3,553,Other,15
15863.0,101,18,688.4,4,2,1,421,Recent,50
15864.0,98,20,19363.2,4,2,4,424,Other,15
15865.0,116,40,8951.3,3,3,3,333,Other,15
15866.0,177,45,2305.3,2,3,1,231,Other,15
15867.0,3,461,38126.4,5,5,5,555,High Value,100
15869.0,380,15,1496.4,1,2,1,121,Low Value,10
15870.0,108,76,3540.9,3,4,2,342,Other,15
15872.0,90,128,3609.3,4,5,2,452,Other,15
15874.0,139,120,44058.8,3,4,5,345,Other,15
15877.0,93,129,4932.8,4,5,3,453,Other,15
15880.0,18,105,3432.8,5,4,2,542,Other,15
15881.0,11,29,5013.9,5,3,3,533,Other,15
15882.0,17,23,5163.6,5,2,3,523,Other,15
15883.0,109,49,3964.8,3,3,2,332,Other,15
15885.0,168,18,3793.5,2,2,2,222,Low Value,10
15886.0,136,12,1810.9,3,1,1,311,Other,15
15888.0,156,12,1683.1,2,1,1,211,Low Value,10
15889.0,18,93,4468.7,5,4,2,542,Other,15
15891.0,302,62,5245.2,1,4,3,143,Other,15
15894.0,18,38,1567.4,5,3,1,531,Other,15
15895.0,226,11,1791.7000000000003,2,1,1,211,Low Value,10
15897.0,270,24,2220.5,1,2,1,121,Low Value,10
15898.0,16,86,13888.8,5,4,4,544,High Value,100
15899.0,17,4,562.5,5,1,1,511,Recent,50
15900.0,99,51,3511.1,4,3,2,432,Other,15
15901.0,93,116,3638.8,4,4,2,442,Other,15
15903.0,85,74,51267.6,4,4,5,445,High Value,100
15904.0,387,30,1646.8,1,3,1,131,Other,15
15906.0,95,118,11563.6,4,4,4,444,High Value,100
15907.0,252,249,9674.5,1,5,4,154,Frequent,70
15909.0,249,7,1919.4,1,1,1,111,Low Value,10
15910.0,90,267,12321.8,4,5,4,454,High Value,100
15912.0,254,19,2646.2,1,2,2,122,Low Value,10
15916.0,15,155,15280.9,5,5,4,554,High Value,100
15917.0,323,12,1231.0,1,1,1,111,Low Value,10
15918.0,266,40,3342.3,1,3,2,132,Other,15
15919.0,17,143,6398.9,5,5,3,553,Other,15
15920.0,230,60,1675.0,2,4,1,241,Other,15
15921.0,248,25,3360.3,1,2,2,122,Low Value,10
15922.0,22,11,3695.0,5,1,2,512,Recent,50
15923.0,21,21,1270.8,5,2,1,521,Recent,50
15925.0,270,12,2071.5,1,1,1,111,Low Value,10
15930.0,144,21,4266.3,2,2,2,222,Low Value,10
15932.0,174,115,24958.7,2,4,5,245,Frequent,70
15933.0,97,74,11074.6,4,4,4,444,High Value,100
15935.0,315,12,4168.599999999999,1,1,2,112,Low Value,10
15937.0,140,7,1453.5,2,1,1,211,Low Value,10
15938.0,188,18,4045.8,2,2,2,222,Low Value,10
15939.0,165,76,61150.1,2,4,5,245,Frequent,70
15940.0,387,1,358.0,1,1,1,111,Low Value,10
15942.0,209,14,3374.4,2,2,2,222,Low Value,10
15944.0,380,6,3251.0,1,1,2,112,Low Value,10
15945.0,14,2,1810.0,5,1,1,511,Recent,50
15947.0,158,29,17082.399999999998,2,3,4,234,Other,15
15948.0,119,60,9552.4,3,4,4,344,Other,15
15949.0,93,19,3647.2,4,2,2,422,Recent,50
15950.0,8,98,17655.1,5,4,4,544,High Value,100
15951.0,361,41,7082.2,1,3,3,133,Other,15
15952.0,109,91,8065.7,3,4,3,343,Other,15
15953.0,18,98,16593.8,5,4,4,544,High Value,100
15955.0,21,183,44162.6,5,5,5,555,High Value,100
15957.0,107,42,4288.9,3,3,2,332,Other,15
15958.0,150,7,1043.5,2,1,1,211,Low Value,10
15963.0,95,28,4707.6,4,2,2,422,Recent,50
15965.0,16,122,8456.4,5,5,3,553,Other,15
15967.0,99,84,4188.3,4,4,2,442,Other,15
15969.0,125,20,6661.0,3,2,3,323,Other,15
15970.0,379,11,3141.0,1,1,2,112,Low Value,10
15971.0,93,35,41998.5,4,3,5,435,Other,15
15973.0,15,4,3078.2,5,1,2,512,Recent,50
15974.0,115,176,34421.5,3,5,5,355,Other,15
15975.0,160,24,3710.1,2,2,2,222,Low Value,10
15976.0,241,98,4309.4,1,4,2,142,Other,15
15977.0,93,65,10547.3,4,4,4,444,High Value,100
15978.0,154,49,10987.8,2,3,4,234,Other,15
15980.0,174,23,16386.8,2,2,4,224,Other,15
15981.0,100,84,28084.8,4,4,5,445,High Value,100
15983.0,9,113,14750.2,5,4,4,544,High Value,100
15984.0,17,270,28376.7,5,5,5,555,High Value,100
15985.0,198,37,11424.2,2,3,4,234,Other,15
15986.0,106,14,1681.2,3,2,1,321,Other,15
15987.0,17,140,14512.800000000001,5,5,4,554,High Value,100
15988.0,95,27,1580.3,4,2,1,421,Recent,50
15990.0,120,52,7921.1,3,3,3,333,Other,15
15992.0,382,3,419.9,1,1,1,111,Low Value,10
15993.0,93,552,27975.7,4,5,5,455,High Value,100
15994.0,130,35,4270.7,3,3,2,332,Other,15
15996.0,15,130,10606.8,5,5,4,554,High Value,100
15998.0,21,506,30899.7,5,5,5,555,High Value,100
16000.0,381,9,123937.0,1,1,5,115,Other,15
16003.0,8,103,27353.7,5,4,5,545,High Value,100
16005.0,88,218,6153.9,4,5,3,453,Other,15
16006.0,297,8,1014.0,1,1,1,111,Low Value,10
16007.0,124,385,17019.4,3,5,4,354,Other,15
16008.0,99,33,4787.8,4,3,2,432,Other,15
16009.0,97,90,9927.1,4,4,4,444,High Value,100
16010.0,21,86,4075.0,5,4,2,542,Other,15
16011.0,14,204,32441.6,5,5,5,555,High Value,100
